Ísland Reykjavík;Höfuðborgarsvæði utan Rvk;Suðurnes;Vesturland;Vestfirðir;Norðurland Vestra;Norðurland Eystra;Austurland;Suðurland
20.74%;10.14%;43.34%;46.28%;16.74%;10.88%;19.04%;22.80%;9.43%;26.68%
