Alls;Höfuðborgarsvæði;Reykjavík;Önnur sveitarfélög á höfuðborgarsvæði;Suðurnes;Vesturland;Vestfirðir;Norðurland vestra;Norðurland eystra;Austurland;Suðurland
-3.61%;7.01%;4.45%;14.83%;-6.12%;-14.00%;-16.50%;-23.50%;-16.74%;-14.94%;-6.19%

