Alls;Höfuðborgarsvæði;Reykjavík;Hbsv. Utan Rvk;Suðurnes;Vesturland;Vestfirðir;Norðurland Vestra;Norðurland Eystra;Austurland;Suðurland
1.93%;12.71%;-1.21%;33.95%;18.70%;-9.28%;-40.04%;-38.42%;-10.06%;-24.85%;-9.27%

